TWI_min,TWI_max,TWI_count,TWI_counts
0,-1,1,0
0.5912473797798157,22.79140853881836,256,4|4|6|26|48|88|128|248|366|437|611|770|970|1122|1313|1563|1590|1823|2065|2309|2463|2726|2847|3167|3286|3367|3604|3723|3938|3975|4126|4174|4194|4203|4468|4400|4305|4229|4278|4201|4324|4136|4037|4032|4048|3945|3862|3843|3645|3634|3577|3363|3402|3345|3191|3026|2878|2780|2767|2582|2561|2401|2403|2251|2260|2233|2115|2003|1852|1853|1590|1543|1537|1317|1362|1186|1156|1144|1138|1110|1128|1059|1027|1014|975|982|913|888|854|825|792|832|724|701|622|568|566|638|624|506|447|423|405|313|305|270|234|207|186|225|191|176|182|141|140|148|121|97|99|104|101|98|92|83|90|75|88|65|57|63|45|47|33|32|43|43|26|31|33|32|34|45|34|27|32|27|33|33|25|30|22|16|13|20|15|13|11|10|9|10|6|6|8|9|7|4|7|6|8|2|6|4|7|4|2|7|3|5|6|7|4|3|6|4|7|6|4|8|5|5|4|9|11|5|3|6|1|8|6|3|1|4|3|3|4|3|2|2|2|3|1|2|2|3|1|2|1|0|2|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
