TWI_min,TWI_max,TWI_count,TWI_counts
0,-1,1,0
0.6058278679847717,24.52522468566895,256,5|5|10|20|43|70|163|364|511|755|986|1386|1679|1931|2313|2538|2555|2794|3066|3209|3326|3431|3527|3617|3668|3804|3810|3748|3821|3857|3732|3729|3884|3768|3718|3712|3630|3655|3580|3565|3476|3425|3359|3387|3193|3142|3034|3057|2913|2964|2921|2967|2749|2748|2582|2609|2359|2404|2275|2208|2248|2036|2129|1982|1859|1819|1804|1755|1705|1603|1655|1543|1574|1587|1555|1515|1573|1502|1594|1499|1542|1542|1484|1465|1410|1427|1303|1306|1152|1045|1005|967|901|725|739|701|537|438|386|319|346|272|294|269|259|236|196|179|203|161|155|174|125|161|128|89|101|93|95|97|124|84|79|71|75|121|69|61|53|47|54|28|27|29|22|21|25|21|18|20|17|24|11|13|17|17|11|26|8|9|5|6|8|8|8|9|13|3|14|6|9|7|12|4|10|4|10|5|3|9|4|3|8|6|11|11|8|4|12|9|6|9|10|14|14|8|13|12|7|7|7|10|5|9|15|14|11|9|8|11|6|3|5|10|3|7|3|1|5|1|6|3|10|3|1|2|5|4|1|3|0|4|0|3|0|1|1|2|1|0|0|1|1|0|0|1|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
