TWI_min,TWI_max,TWI_count,TWI_counts
0,-1,1,0
0.5682845711708069,23.60151672363281,256,14|40|105|285|557|1095|1907|3024|4422|5457|6658|7768|9054|9812|10607|11518|12246|12954|13772|13858|13809|14123|14040|13995|13597|13585|13097|12824|12548|11999|11906|11454|10951|10663|10187|10067|9564|9195|8928|8655|8374|8194|8056|7639|7570|7185|7055|6850|6672|6702|6393|5989|6126|5633|5711|5356|5299|5288|4925|4869|4724|4716|4433|4295|4193|4101|4003|3641|3709|3529|3504|3397|3244|3232|3214|2976|2876|2798|2694|2536|2383|2248|2063|1897|1749|1598|1501|1451|1309|1255|1138|1087|1055|979|863|854|805|783|701|647|596|563|527|538|487|481|453|393|340|357|382|351|298|285|310|292|238|260|220|215|197|179|208|170|190|158|152|135|119|120|108|90|100|142|93|112|100|74|80|75|70|62|66|68|52|44|44|63|74|33|35|35|40|35|31|27|25|15|28|28|22|23|21|18|14|17|16|5|10|5|11|10|9|10|9|13|14|14|12|12|7|16|3|7|6|15|8|2|8|2|3|7|4|5|4|3|5|7|3|4|3|4|5|5|4|4|3|2|2|1|2|2|0|2|3|2|1|4|1|1|2|1|2|2|0|2|2|1|3|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|1
