TWI_min,TWI_max,TWI_count,TWI_counts
0,-1,1,0
0.7955081462860107,26.14568710327148,256,1|3|4|13|28|75|140|226|405|613|879|1221|1653|1888|2384|2800|3181|3599|3812|4150|4544|4739|5065|5188|5232|5339|5542|5635|5620|5753|5595|5672|5595|5375|5631|5543|5343|5351|5364|5194|4984|4914|5029|4803|4698|4764|4673|4584|4790|4589|4619|4551|4486|4427|4329|4303|4255|4322|4094|3758|3960|3762|3569|3610|3469|3334|3292|3140|2951|2905|2643|2586|2504|2382|2428|2306|2290|2373|2267|2259|2324|2145|1948|1790|1701|1682|1497|1480|1266|1175|1147|962|894|814|670|482|482|444|349|339|276|344|253|253|262|260|218|238|155|141|160|141|118|144|129|93|112|76|73|60|62|57|40|41|48|47|34|39|48|30|31|32|19|26|11|18|22|19|13|10|10|9|11|8|10|9|4|7|6|11|6|7|7|5|7|3|2|2|1|5|6|5|3|2|4|8|9|10|6|6|7|8|8|8|10|7|8|8|3|2|4|2|4|1|0|1|1|2|0|3|0|0|1|2|0|0|0|1|1|0|0|0|2|1|2|0|0|0|1|0|0|1|1|0|1|1|1|1|0|2|0|1|1|1|0|0|0|0|0|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1
