TWI_min,TWI_max,TWI_count,TWI_counts
0,-1,1,0
0.4425908029079437,22.73329162597656,256,1|3|19|66|119|252|465|743|1279|1843|2439|3192|3917|4695|5288|5815|6630|7280|7860|8237|8912|9416|9353|9987|10114|10257|10584|10487|10543|10307|10333|10237|9970|9930|9576|9402|9220|8718|8368|8103|7816|7510|7153|7047|6766|6525|6180|5908|5635|5463|5475|5129|4951|4929|4683|4685|4665|4417|4348|4151|4100|4033|3808|3849|3775|3730|3707|3479|3504|3424|3179|3370|3102|3084|3055|2966|2813|2774|2570|2566|2398|2228|2241|2081|2024|1874|1758|1674|1661|1584|1505|1387|1351|1255|1146|1070|1008|926|846|805|704|642|582|514|474|372|387|364|377|279|280|303|272|238|258|241|203|171|177|190|191|159|143|117|137|112|124|96|91|66|84|60|88|66|54|38|62|42|44|42|35|27|23|32|34|26|24|27|31|25|42|22|13|8|12|11|15|10|6|13|1|11|5|7|9|5|7|8|12|5|4|4|5|6|5|7|6|2|3|2|2|3|2|2|2|1|1|1|3|2|3|4|2|0|1|1|0|2|0|0|1|1|0|1|1|3|0|0|2|0|0|1|1|1|0|0|0|4|3|1|1|1|1|2|1|1|1|0|0|1|1|0|0|0|0|1|1|2|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1
